person_id,political_party,source,location,purpose,items_paid_or_provided
967,d,FREE SEMINAR,,,"OCT 8-13 - RACINE, WI - From Terrorism to Tomados Mitigating Disruptions to Civil Liberties and the Economy - sr  A big peteeEoo"
967,d,GEORGE MASON UNIVERSITY - LAW & ECONOMICS CENTER,,,"JULY 5-9 - CAMBRIDGE, MASS - Culture and Markets - transportation, lodging, food"
967,d,Umversity of Georgia School of Law,"Jacksonville, FL",Moot Court Competition,Lodging
967,d,UNIVERSITY OF GEORGIA SCHOOL OF LAW,,,"OCT 28 - 29 - JACKSONVILLE, FL - Hulsey-Kimbrell Moot Court Competition” - lodging, food"
967,d,UNIVERSITY OF GEORGIA SCHOOL OF LAW,,,"OCT 15-16 - ATHENS, GA - J. Melvin England Mock Trial Competition” - lodging, food"
967,d,GEORGE MASON UNIVERSI1IY-LAW AND FCONOMICS CENTER,,,"APR 30 - MAY 6 - TUCSON, AZ - Forging a Nation - transportation, lodging, food"
964,r,Federal Judges Association,,,"May 6-9, 2006, Washington, DC, Meeting of Board of Directors (Transportation, Meals, and Lodging)"
964,r,Federal Judges Association,"Washington, DC",Meeting - Bd. of Director,"Transportation, Meals, and Lodging"
964,r,Federal Judges Association,,,"May 14-16, 2005, Washington, UC, Meeting ot Board of Directors (Transportation, Meals, and Lodging)"
964,r,Federal Judges Association,,,"Washington, DC"
963,r,Unweuity of Southern Cakifomia Law School,,,"February 27-28; Los Angsles, CA, judged moot caurt competition; (Airfare, Lodgiog and Meals)."
963,r,Nicole Grodner Glauser,"Austin, TX",Perform wedding,"travel, lodging, food"
963,r,Checchi and Company (funded by grant from USAID),,,"Oct 27-Nov 2 Podgorica, Montenegro - providing assistance to Administrative Court of Montenegro in developing desk book (air/lodging/meals)"
963,r,Duke Law School,"Durham, NC",Moot Court,"travel, lodging, meals"
963,r,U.S. Dept. of State,"Kuala Lumpur, Malaysia",Judicial Exchange of Information,"travel, lodging, meals"
963,r,Defense Research Institution,,,"March 9-10. Phoenix, Arizona  Lecturing at seminar. (air / lodging / meals)"
963,r,Dane and Jessi Shikman,"Houston, TX",Perform wedding,"travel, lodging"
963,r,International Academy of Trial Lawyers,"Colorado Springs, CO",Educational semmar,"travel, meals and lodging"
963,r,Federal Judicial Center Foundation,"Princeton, NJ",Kem-Meding Seminar for Judges' education,Transportation and meals
963,r,Oklahoma City University,"Oklahoma City, OK",Junst-m-Residence,Airfare and rental car
962,d,Federal Judges Association,"Washington, DC",FJA Board Meeting,Food and Lodging
962,d,New York Law School,"London, England UK",Teaching International I'rade Course,"Transportation, Food and Lodging"
962,d,Catholic Umversity of Lyon Luw School,"Lyon, France",Teaching,"Transportation, Food and Lodging"
962,d,Committee on the Judicial Branch,fo JEL Ji eimai,Meeting,FT i Mr a Tas
962,d,Committee on the Judicial Branch,Made iis (pada,Meeting,
962,d,Federal Judges Association,"Washington, DC",FIA Quadrenmal Meeting,Food and Lodging
962,d,Federal Judges Association,"Washington, DC",Federal Judges Association Reception,Transportation
962,d,Federal Judges Association,"Indianapolis, IN",FJA Board Meeting,Food and Lodging
962,d,Federal Judges Association,"Washington, DC",FIA Board Meeting,Food and Lodging
962,d,Committee on the Judicial Branch,"SOT RIATY, ARTEL SAE",Meeting,"NSERC TW ER IA AL EL SE TC TRAN, Ue 2"
960,r,Cornell Law School,"Ithaca, New York",Moot court,"Transportation, lodging, and meals"
960,r,Yale Law School,"New Haven, Connecticut",Moot court,"Transportation, lodging, and meals"
960,r,University of Oxford,"Oxford, England",Lectures,"Transportation, lodging, and meals"
960,r,The Federalist Society,"Washington, DC",National Lawyers Convention,"Transportation, meals, lodging"
960,r,Harvard,"Cambndge, MA",Moot Court,"Transportation, meals, lodging"
960,r,Judicial business and other gov. reimb. also omitted,,,
960,r,Seventh Circuit Bar Association,Chicago IL,Circuit Conference,Lodging
960,r,Heritage Foundation,"Washington, DC",Onginalism Conference,"Transportation, meals, lodging"
960,r,The Federalist Society,"Washington, DC",Nat'l Lawyers Convention,"Transportation, meals, lodging"
960,r,Judicial business and other gov. reimb. also omitted,,,
960,r,Association of Amencan Law Schools,"New York, NY",Annual Meeting,"Transportation, lodging, and meals"
960,r,The American Law Institute,"Philadelphia, PA",Advisers Meeting,"Transportation, lodging, and meals"
960,r,Transatlantic Law Forum,"Hamburg, Germany",Annual Conterence,Lodgmg and meals
960,r,Istituto Bruno Leom,"Turin, Italy",Discorso Bruno Leom,"Transportation, lodging, and meals"
960,r,The Federalist Society,"Washington, DC",Annual Convention,"Transportation, lodging, and meals"
960,r,The University of Western Ontario,"London, Ontano, Canada",Torys Scholar Senes,"Transportation, lodging, meals"
960,r,Fordham University School of Law,"New York, NY",Dunbar Memorial Lecture,"Transportation, lodging, meals"
960,r,Seventh Circuit Bar Association,"Milwaukee, WI",Circutt Conference,Lodging
960,r,The Federalist Society,"Washington, DC",National Lawyers Convention,"Transportation, lodging, meals"
960,r,Judicial business and other gov. reimb. also omitted,,,
960,r,Fordham University Law School,"New York, NY",Speak to students,"Transportation, lodging, and meals"
960,r,Osgood Hall Law School York University,"Toronto, Ontario, Canada",Lecture,"Transportation, lodging, and meals"
960,r,Umiversity of Southern California,"Los Angeles, CA",Moot Court,"Transportation, meals, lodging"
960,r,Seattle Univeristy Law School,"Secartle, WA",Colloguium,"Transportation, meals, lodging"
960,r,The Federalist Society,"Washington, DX",National Lawyers Convention,"Transportation, meals, lodging"
960,r,"Judicial business and other gov. reimb, #lso omitted",,,
960,r,The Federalist Society,"Washington, DC",National Lawyers Convention,"Transportation, meals, lodging"
960,r,Harvard,"Cambridge, MA",Moot Court,"Transportation, meals, lodging"
960,r,Judicial business and other gov. reimb. also omitted,,,
960,r,Umiversity of Califorma Davis School of Law,"Davis, CA",Moot Court,"Transportation, meals, lodging"
960,r,The Federalist Society,"Washington, DC",National Lawyers Convention,"Transportation, meals, lodging"
960,r,Harvard Law School,"Cambridge, MA",Inaugural Scalia Lecture,"Transportation, meals, lodging"
960,r,"Judicial business and other gov. reimb, #lso omitted",,,
960,r,The American Law Institute,"Philadelphia, PA",Meeting,"Transportation, lodging, and meals"
960,r,The Federalist Society,"Washington, DX",Convention,"Transportation, lodging, and meals"
960,r,The Federalist Society,"Washington, DC",National Lawyers Convention,"Transportation, meals, lodging"
960,r,Judicial business and other gov. reimb. also omitted,,,
960,r,Univensty of Pennsylvania,"Philadelphia, PA",Moot Court Competition,"Transportation, meals, lodging"
960,r,Berkeley Law School,"Berkeley, CA",Endowed Lecture in Law & Economics,"Transportation, meals, lodging"
960,r,The Federalist Society,"Washington, D.C",Nat'l Lawyers Convention,"Transportation, meals, lodging"
958,d,George Mason University Law & Economics Center,"Key West, Florida",Seminar - Short course on Economics for Judges,"Food, lodgimg, transportion"
958,d,The: Ne wl,,DUET iia ie meeting,meals for judge and spouse; mileage stipend
957,r,Richard A. Gronendyke Family Friend,"New York City, NY",Wedding,Round-trip airline tickets.
956,d,WILLIAM C. CONNER INN OF COURT,"NEW YORK, NY",WILLIAM C. CONNER INN OF COURT ANNUAL RECEPTION AND DINNER,"TRANSPORTATION, LODGING, MEALS"
956,d,WILLIAM C. CONNER INN OF COURT,"NEW YORK, NY",WILLIAM C. CONNER INN OF COURT CLE PROGRAM AND DINNER,"TRANSPORTATION, MEALS"
956,d,WILLIAM C. CONNOR INN OF COURT,"NEW YORK, NY",WILLIAM C. CONNOR INN OF COURT ANNUAL RECEPTION AND DINNER,"TRANSPORTATION, LODGING, MEALS"
956,d,THE AMERICAN LAW INSTITUTE,"PHILADELPHIA, PA",ALI ADVISERS MEETING,"TRANSPORTATION, LODGING, MEALS"
956,d,FEDERAL CIRCUIT BAR ASSOCIATION CHARITABLE & EDUCATIONAL FUND,"COLORADO SPRINGS, CO",FEDERAL CIRCUIT BAR ASSOCIATION BENCH AND BAR CONFERENCE,"TRANSPORTATION, LODGING, MEALS"
956,d,FEDERAL CIRCUIT BAR ASSOCIATION CHARITABLE & EDUCATIONAL FUND,"HONOLULU, HI",FEDERAL CIRCUIT BAR ASSOCIATION GLOBAL SERIES,"TRANSPORTATION, LODGING, MEALS"
956,d,Feders! Circuit Bar Association,,,"Payment of transportation, ledging, rocals and regisiration fees for attendance at FCBA Conference May 20032 at Amelia island ($1,884.49)"
956,d,Federalist Society,,,"Panel Discussion & Lunch - November 18, 2006 - Washington, D.C. (Meal)"
956,d,Federal Circuit Bar Association (FCBA),,,"Annual Dinner - November 17, 2006 - Washington, D.C. (Meal)"
956,d,American Intellectual Property Law Association (AIPLA),,,"Annual Dinner - October 20, 2006 - Washington, D.C. (Meal)"
956,d,William & Mary Law School,,,"Spong Moot Court Toumament - Feb 18, 2006 - Williamsburg, VA (Transportation, Lodging & Meals)"
956,d,Federal Circuit Bar Association (FCBA),,,"FCBA Conference - Oct 14, 2005 (transportation and meal) - New York, N.Y"
956,d,University of Michigan,,,"Judge Moot Court - Mar 5, 2005 (transportation, lodging & meals) - Ann Arbor, Ml."
956,d,New York Intellectual Property Law Association (NYIPLA),,,"Annual Dinner - Mar 18, 2005 (transportation and meal) - New York, N.Y"
956,d,Federal Circuit Bar Association (FCBA),,,"FCBA Conference - Oct 14, 2005 (transportation and meal) - New York, N.Y"
956,d,University of Michigan,,,"Judge Moot Court - Mar 31 - Apr 1, 2005 (transportation, lodging & meals) - Ann Arbor MI."
956,d,New York Intellectual Property Law Association (NYIPLA),,,"Annual Dinner - Mar 18 - 19, 2005 (transportation and meal) - New York, N.Y"
956,d,WILLIAM C. CONNOR INN,"NEW YORK , NY",INAUGURATION DINNER,"TRANSPORTATION, LODGING MEALS"
956,d,Law Kul Lately al NT IN lar af WEL NTY. UNIVERSITY MAUER SCHOOL OF LAW,ANI UIIVALINGO LF VIN JIN,CVI Selif COMPETITION,Ny NA 1 BS RA Ny fea MEALS
956,d,NEWYORK INTELLECTUAL,"NEW YORK, NY",87TH ANNUAL DINNER,"TRANSPORTATION, LODGING, MEALS"
956,d,FEDERAL CIRCUIT BAR ASSOCIATION (FCBA),WASHINGTON. DC,FCBA SYMPOSIUM,MEAL
956,d,CHICAGO RICHARD LINN INN OF COURT,CHICAGO IL,INN OF COURT MEETING / PROGRAM,"TRANSPORTATION, LODGING. MEALS"
956,d,FINE LaThd 1 ASW IVE EDUCATION FOUNDATION,,,
956,d,,,ECONOMICS & AWARD CEREMONY,
956,d,FEDERAL CIRCUIT BAR ASSOCIATION,W. SULPHUR SPRINGS W.VA,11TH ANNUAL CONFERENCE,"TRANSPORTATION, LODGING, MEALS"
956,d,YA whole lets) Sd PROPERTY LAW ASSOCIATION,,mi ANNO,"AA ¥ig SL"")"
956,d,Wald M4 V Lan EhadiL1) 10 Pa ONL: STANFORD UNIVERSITY LAW CENTER,,be LEMONT NTIS LEYS. CONFERENCE,
956,d,VLDL LL VE LAV TYY,,Te WY 1aOrl 8 mlalS Lod § AMENDMENT MOOT COURT COMPETITION,
956,d,OWE it 1081 Tp St {Ii 0 Nt PROPERTY LAW ASSOCIATION,,,
956,d,FEDERAL CIRCUIT BAR ASSOCIATION,WASHINGTON. DC,2STH ANNUAL DINNER,MEAL
956,d,THE REUBEN CLARK L AW SOCIETY,,,
956,d,CLE INC JPPCLE / CO-SPO NSOR NYIPLA,,,
956,d,GEORGETOWN UNIVERS,"WASHINGTON, DC",MOOT COURT TOUR,MEAL
956,d,ITY OF LAW,,NAMENT,
956,d,TEDERAL CIRCUIT BAR A SSOCIATION (FCBA),"WASHINGTON, DC",24 TH ANNUAL DINNER,MEAL
956,d,CIRCUIT HISTORICAL SOCIETY,"WASHINGTON, DC",PANEL / DISCUSSION,MEAL
956,d,WASHINGTON COLLEGE OF LAW,,UBT,
956,d,THE UNIVERSITY OF TEXAS SCHOOL OF LAW,,,
956,d,ASSOCIATION OF FORMER LAW CLERKS OF CAFC,"WASHINGTON, DC",ANNUAL DINNER,MEAL
956,d,New York Intellectual Property Law Association (NYIPIA),,,"Lunch speaker, New York, N.Y, Dec 10, 2004, (transportation and meal)"
956,d,"4, New York Intellectual Property Law Association (NYIPLA)",,,"New York, N.Y. (transportation, lodging and meal)"
956,d,Federal Circuit Bar Association (FCBA),,,"and CO. (registration, lodging Conference, June 25-28, 2004, Colorado Springs, FCBA Annual meals) r"
956,d,New York Intellectual Property Law Association (NYIPLA),,,"Jan 23, 2004, New York, N.Y. - lunch speaker (transportation and meal) "
956,d,FEDERAL CIRCUIT BAR ASSOCIATION,"WASHINGTON, DC",FCBA ANNUAL DINNER,MEAL
956,d,,,IN HONOR OF JUDGE MICHEL,
956,d,HARVARD LAW SCHOOL,"BOSTON, MA",HARVARD LAW IP CONFERENCE,"TRANSPORTATION, LODGING, MEALS"
956,d,INDUSTRY ORGANIZATION,,ST REGIS,
956,d,ASSOCIATION,,OF THE FEDERAL BAR ASSOC CONFERENCE,
956,d,CHARITABLE & EDUCATIONAL FUND,,BENCH AND BAR CONFERENCE,
956,d,COURT,,THE CONNER INN EXCELLENCE AWARD,MEALS
956,d,FCBA - THE DELAWARE CHAPTER OF THE FBA,"WILMINGTON, DE",DELWARE BENCH AND BAR PROGRAM,"TRANSPORTATION, LODGING, MEALS"
956,d,ASSOCIATION,,THE FEDERAL JUDICIARY,MEALS Seri Cath SED TE Ld 4
956,d,CHICAGO-KENT COLLEGE OF LAW,,,
956,d,THE AMERICAN LAW INSTITUTE,PHILADELPHIA. PA,ALT ADVISORS MEETING,"TRANSPORTATION, LODGING, MEALS"
956,d,CHARITABLE FUND,,BENCH AND BAR CONFERENCE,
956,d,,,BENCH AND BAR CONFERENCE,
956,d,LEWIS & CLARK LAW SCHOOL,PORTLAND OR,EDUCATIONAL PROGRAM,"TRANSPORTATION, LODGING, MEALS"
956,d,THE AMERICAN LAW INSTITUTE,"PHILADELPHIA, PA",ALI ADVISORS MEETING,"TRANSPORTATION, LODGING & MEALS"
956,d,HARVARD LAW SCHOOL,"CAMBRIDGE, MA","FACULTY DINNER, HLS IP CONFERENCE","TRANSPORTATION, LODGING, MEALS"
948,d,"Donald ""Boysie"" Bollinger",Argentina,Hunting trip,"Travel, food and lodging"
948,d,American Conference Institute,"Houston, TX",Participate on Oil & Gas panel,"Travel, food and lodging"
948,d,New Orleans Bar Asssociation Bench/Bar Conference,"Point Clear, AL",Panelist at Conference,Food and lodging.
948,d,"Donald ""Boysie"" Bollinger",Argentina,Hunting trp,"Travel, food and lodging"
948,d,"Larry Simon, a lawyer & long time friend, invited me to a quail hunt.",,,Spent night at Long Leaf Plantation where meals were included.
948,d,LSU Law Center Trial Advocacy Training Program,,,"August 8-10, 2005. Participated at Baton Rouge, LA as faculty member where food & lodging were provided."
948,d,George Mason University School of Law “THE GOOD SOCIETY,,,"April 14-20, 2005. Attended seminar at Tucson, AZ where food and lodging were provided."
948,d,"Donald ""Boysic"" Bollinger",Argentina,Hunting trip,"Travel, food and lodging"
948,d,"Arien ""Benny"" Cenac, Jr",Panama,Fishing trip,"Travel, food and lodging"
948,d,American Bar Association,"San Francisco, CA",Participate on Class Action pancl,"Travel, food and lodging"
948,d,New Orleans Bar Association,"Biloxi, MS",Bench Bar Conference,Food and lodging
948,d,"Donald ""Boysie"" Bollinger",Argentina,Hunting trip,"Travel, food and lodging"
948,d,"Arlen ""Benny"" Cenac, Jr","To/From New Orleans, LA and San Antonio, TX",Travel to 5th Circuit Conference,Travel only
948,d,Recuse from all cases involing Cenac or any of his companies,,,"a TERRE, TTR"
948,d,LSU Trial Evidence Workshop,,,"Nov. 10, 2006. Attended seminar in B.R., LA, where food/lodging were provided"
948,d,Nat'l Workshop for District Judges Il,,,"June 21-23, 2006. Attended seminar in San Diego, CA, where food/lodging were provided"
